Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age group (product.metafields.shopify.age-group),Bag/Case features (product.metafields.shopify.bag-case-features),Bag/Case material (product.metafields.shopify.bag-case-material),Bag/Case storage features (product.metafields.shopify.bag-case-storage-features),Carry options (product.metafields.shopify.carry-options),Color (product.metafields.shopify.color-pattern),Target gender (product.metafields.shopify.target-gender),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,color_siblings (product.metafields.custom.color_siblings),dimensions (product.metafields.custom.dimensions)
calvium-fluit-forest-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-fluit-forest-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-fluit-forest-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-fluit-forest-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-fluit-forest-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-fluit-cognac-tan,Calvium Fluit | Cognac Tan,"<p>The Calvium Fluit Handbag combines elegant design with everyday functionality, making it a stylish choice for modern women. Its structured silhouette, smooth finish, curved flap design, and refined top handle create a sophisticated and timeless appearance. The spacious interior provides convenient storage for essentials such as a smartphone, wallet, cosmetics, keys, and other personal items. A detachable and adjustable shoulder strap offers versatile carrying options, allowing the bag to be worn by hand, over the shoulder, or crossbody. Perfect for work, shopping, dinners, travel, and casual outings, this elegant handbag effortlessly complements both contemporary and classic wardrobes.</p>",,,Hobo Shoulder Bag,"Everyday Icons, Hobo Shoulder Bag, New Arrivals, Color: Cognac Tan, color-group:fluit, color:cognac-tan",,,,,,,,,,,H 0033-cognac-tan,0.0,shopify,15,deny,manual,4400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/1L-PMlEnEGDGNfQczlOlcQw-5c3pwfQAY_s2400_5c381ba4-a4cd-4131-84a9-b66089c152f6.jpg?v=1785267065,1,Calvium Fluit | Cognac Tan,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/01_3d03e34f-cded-43b0-af34-2346f71599e1.jpg?v=1769753362,kg,,,active,"calvium-fluit-forest-green,calvium-fluit-cognac-tan,calvium-fluit-bordeaux",<ul><li><strong>Height:</strong> 13 cm</li><li><strong>Width:</strong> 22 cm</li><li><strong>Base:</strong> 9 cm</li></ul>
calvium-fluit-cognac-tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-fluit-cognac-tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-fluit-cognac-tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-fluit-cognac-tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-fluit-cognac-tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-fluit-bordeaux,Calvium Fluit | Bordeaux,"<p>The Calvium Fluit Handbag combines elegant design with everyday functionality, making it a stylish choice for modern women. Its structured silhouette, smooth finish, curved flap design, and refined top handle create a sophisticated and timeless appearance. The spacious interior provides convenient storage for essentials such as a smartphone, wallet, cosmetics, keys, and other personal items. A detachable and adjustable shoulder strap offers versatile carrying options, allowing the bag to be worn by hand, over the shoulder, or crossbody. Perfect for work, shopping, dinners, travel, and casual outings, this elegant handbag effortlessly complements both contemporary and classic wardrobes.</p>",,,Hobo Shoulder Bag,"Everyday Icons, Hobo Shoulder Bag, New Arrivals, Color: Bordeaux, color-group:fluit, color:bordeaux",,,,,,,,,,,H 0033-bordeaux,0.0,shopify,15,deny,manual,4400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/1ulQb5uFsF8DnJ7IhEn-Lo38l57FFzSuQ_s2400_73db2769-7c14-4ac1-bf43-e35db690d9e5.jpg?v=1785267068,1,Calvium Fluit | Bordeaux,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/01_d935c23c-4b8a-489a-baec-d94cb7fd5f3a.jpg?v=1769753895,kg,,,active,"calvium-fluit-forest-green,calvium-fluit-cognac-tan,calvium-fluit-bordeaux",<ul><li><strong>Height:</strong> 13 cm</li><li><strong>Width:</strong> 22 cm</li><li><strong>Base:</strong> 9 cm</li></ul>
calvium-fluit-bordeaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-fluit-bordeaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-fluit-bordeaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-fluit-bordeaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-fluit-bordeaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-cubus-havana-brown,Calvium Cubus | Havana Brown,"<p>The Calvium Cubus Mini Bag is a compact and elegant handbag designed for women who appreciate timeless style and everyday functionality. Its structured silhouette, smooth finish, and antique-tone metal hardware create a sophisticated premium appearance. Despite its mini size, the spacious interior provides convenient storage for essentials such as a smartphone, wallet, cosmetics, keys, and other small accessories. The sturdy dual top handles allow comfortable hand carrying, while the adjustable and detachable shoulder strap offers versatile crossbody or shoulder styling. Perfect for shopping, casual outings, dinners, parties, and travel, this mini bag effortlessly complements modern and classic wardrobes.</p>",Calvium,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags > Cross Body Bags",Box Bag,"Day to Night, Box Bag, New Arrivals, Color: Havana Brown, color-group:cubus, color:havana-brown",true,,,product.metafields.shopify.color-pattern,,,,,,,H 0032-havana-brown,0.0,shopify,15,deny,manual,4200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/1mHtnbyRAxHx2ctvmn8V6cYm_2FjEVa7X_s2400_ee258fe1-e0c0-4dfa-92ed-a28b9c34d5e1.jpg?v=1785267045,1,Calvium Cubus | Havana Brown,false,,,,,,,,brown; green,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/01_9e26dee7-2d1e-42cc-91a5-455caad26532.jpg?v=1769752058,kg,,,active,"calvium-cubus-havana-brown,calvium-cubus-forest-green",<ul><li><strong>Height:</strong> 12 cm</li><li><strong>Width:</strong> 17 cm</li><li><strong>Base:</strong> 8 cm</li></ul>
calvium-cubus-havana-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-cubus-havana-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-cubus-havana-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-cubus-havana-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-cubus-havana-brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-cubus-forest-green,Calvium Cubus | Forest Green,"<p>The Calvium Cubus Mini Bag is a compact and elegant handbag designed for women who appreciate timeless style and everyday functionality. Its structured silhouette, smooth finish, and antique-tone metal hardware create a sophisticated premium appearance. Despite its mini size, the spacious interior provides convenient storage for essentials such as a smartphone, wallet, cosmetics, keys, and other small accessories. The sturdy dual top handles allow comfortable hand carrying, while the adjustable and detachable shoulder strap offers versatile crossbody or shoulder styling. Perfect for shopping, casual outings, dinners, parties, and travel, this mini bag effortlessly complements modern and classic wardrobes.</p>",,,Box Bag,"Day to Night, Box Bag, New Arrivals, Color: Forest Green, color-group:cubus, color:forest-green",,,,,,,,,,,H 0032-forest-green,0.0,shopify,14,deny,manual,4200.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/1Jixb8oRlYZ9VTRzJFKW8NDVyrkikCPCk_s2400_f63c8771-f352-4518-9c96-c55a7f5b9c50.jpg?v=1785267048,1,Calvium Cubus | Forest Green,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/01_873a9033-7c20-422b-a2a3-63fb773a53d2.jpg?v=1769752178,kg,,,active,"calvium-cubus-havana-brown,calvium-cubus-forest-green",<ul><li><strong>Height:</strong> 12 cm</li><li><strong>Width:</strong> 17 cm</li><li><strong>Base:</strong> 8 cm</li></ul>
calvium-delta-forest-green,Calvium Delta | Forest Green,"<p>The Calvium Delta Handbag combines contemporary elegance, practical storage, and versatile carrying options for modern everyday use. Designed with a refined structured silhouette, comfortable top handle, and distinctive metal closure, it delivers a sophisticated and premium appearance. The spacious interior provides room for your smartphone, wallet, cosmetics, sunglasses, keys, and other daily essentials. It includes a removable zippered pouch for secure organization and an adjustable detachable shoulder strap for comfortable hands-free carrying. Protective metal feet enhance durability and stability. Perfect for work, shopping, travel, and casual outings, this stylish handbag complements both professional and everyday wardrobes effortlessly.</p>",Calvium,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags > Bucket Bags",Bucket Bag,"Everyday Icons, Bucket Bag, New Arrivals, Color: Forest Green, color-group:delta, color:forest-green",true,,,product.metafields.shopify.color-pattern,,,,,,,H 0031-forest-green,0.0,shopify,15,deny,manual,3600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/1S4QbtLbW_DS3JHdC5r1pDtd9o5iuJZlz_s2400_7a9bf686-1cf6-450f-9e20-1bed19d7f856.jpg?v=1785267052,1,Calvium Delta | Forest Green,false,,,,,,,,green; mud; tan,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/01_16601035-998f-4c0a-8c26-77ba3fc173c4.jpg?v=1769751159,kg,,,active,"calvium-delta-forest-green,calvium-delta-river-clay,calvium-delta-cognac-tan",<ul><li><strong>Height:</strong> 21 cm</li><li><strong>Width:</strong> 26 cm</li><li><strong>Base:</strong> 10 cm</li></ul>
calvium-delta-forest-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-delta-forest-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-delta-forest-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-delta-forest-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-delta-forest-green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-delta-river-clay,Calvium Delta | River Clay,"<p>The Calvium Delta Handbag combines contemporary elegance, practical storage, and versatile carrying options for modern everyday use. Designed with a refined structured silhouette, comfortable top handle, and distinctive metal closure, it delivers a sophisticated and premium appearance. The spacious interior provides room for your smartphone, wallet, cosmetics, sunglasses, keys, and other daily essentials. It includes a removable zippered pouch for secure organization and an adjustable detachable shoulder strap for comfortable hands-free carrying. Protective metal feet enhance durability and stability. Perfect for work, shopping, travel, and casual outings, this stylish handbag complements both professional and everyday wardrobes effortlessly.</p>",,,Bucket Bag,"Everyday Icons, Bucket Bag, New Arrivals, Color: River Clay, color-group:delta, color:river-clay",,,,,,,,,,,H 0031-river-clay,0.0,shopify,15,deny,manual,3600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/1edcj5tJSlPq2QWTmLxGj8YhcuAMbJUEE_s2400_b028d67d-e837-4cf9-b41f-b890c3a55fc3.jpg?v=1785267055,1,Calvium Delta | River Clay,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/01_f9b4da20-3d71-4c81-a114-fee5b3c2d7a5.jpg?v=1769751351,kg,,,active,"calvium-delta-forest-green,calvium-delta-river-clay,calvium-delta-cognac-tan",<ul><li><strong>Height:</strong> 21 cm</li><li><strong>Width:</strong> 26 cm</li><li><strong>Base:</strong> 10 cm</li></ul>
calvium-delta-river-clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-delta-river-clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-delta-river-clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-delta-river-clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-delta-river-clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-delta-cognac-tan,Calvium Delta | Cognac Tan,"<p>The Calvium Delta Handbag combines contemporary elegance, practical storage, and versatile carrying options for modern everyday use. Designed with a refined structured silhouette, comfortable top handle, and distinctive metal closure, it delivers a sophisticated and premium appearance. The spacious interior provides room for your smartphone, wallet, cosmetics, sunglasses, keys, and other daily essentials. It includes a removable zippered pouch for secure organization and an adjustable detachable shoulder strap for comfortable hands-free carrying. Protective metal feet enhance durability and stability. Perfect for work, shopping, travel, and casual outings, this stylish handbag complements both professional and everyday wardrobes effortlessly.</p>",,,Bucket Bag,"Everyday Icons, Bucket Bag, New Arrivals, Color: Cognac Tan, color-group:delta, color:cognac-tan",,,,,,,,,,,H 0031-cognac-tan,0.0,shopify,15,deny,manual,3600.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/1LtBQwwpECw6vbfP0s0DuTBF3H9-Kk2lE_s2400_15bef1dd-b62b-48c8-8b29-afc44accde95.jpg?v=1785267058,1,Calvium Delta | Cognac Tan,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/01_90b6faa6-746c-42cf-acf0-51f16353712f.jpg?v=1769751606,kg,,,active,"calvium-delta-forest-green,calvium-delta-river-clay,calvium-delta-cognac-tan",<ul><li><strong>Height:</strong> 21 cm</li><li><strong>Width:</strong> 26 cm</li><li><strong>Base:</strong> 10 cm</li></ul>
calvium-delta-cognac-tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-delta-cognac-tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-delta-cognac-tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-delta-cognac-tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-delta-cognac-tan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-midnight-black,Calvium Magna | Midnight Black,"<p>The Calvium Magna Tote Bag combines timeless elegance, generous storage, and everyday versatility. Designed with a clean, structured silhouette and comfortable long handles, this spacious tote is perfect for work, shopping, travel, and daily use. The roomy interior provides ample space for books, a tablet, wallet, cosmetics, water bottle, and other essentials. It includes a removable zippered inner pouch for secure storage and convenient organization. Protective metal feet help keep the base elevated from surfaces. Crafted with refined finishing and a minimalist aesthetic, this sophisticated tote bag effortlessly complements professional, casual, and travel outfits while offering practical functionality.</p>",Calvium,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags > Shopper Bags",Slouch Shoulder Bag,"Everyday Icons, Slouch Shoulder Bag, New Arrivals, Color: Midnight Black, color-group:magna, color:midnight-black",true,,,product.metafields.shopify.color-pattern,,,,,,,H 0030-midnight-black,0.0,shopify,15,deny,manual,3800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/1jtaI62sSw3A7SneTUercl1YF4EPIg5b5_s2400_5517296b-a7d5-4cb9-b668-23cb9aaad585.jpg?v=1785267088,1,Calvium Magna | Midnight Black,false,,,,,,,,black; khaki; mud; tan,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/01_0f5bc9d0-e9de-4d05-b016-bc3e4dc3b692.jpg?v=1769750409,kg,,,active,"calvium-magna-midnight-black,calvium-magna-golden-khaki,calvium-magna-river-clay,calvium-magna-cognac-tan",<ul><li><strong>Height:</strong> 29 cm</li><li><strong>Width:</strong> 40 cm</li><li><strong>Base:</strong> 13 cm</li></ul>
calvium-magna-midnight-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-midnight-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-midnight-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-midnight-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-midnight-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-midnight-black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-golden-khaki,Calvium Magna | Golden Khaki,"<p>The Calvium Magna Tote Bag combines timeless elegance, generous storage, and everyday versatility. Designed with a clean, structured silhouette and comfortable long handles, this spacious tote is perfect for work, shopping, travel, and daily use. The roomy interior provides ample space for books, a tablet, wallet, cosmetics, water bottle, and other essentials. It includes a removable zippered inner pouch for secure storage and convenient organization. Protective metal feet help keep the base elevated from surfaces. Crafted with refined finishing and a minimalist aesthetic, this sophisticated tote bag effortlessly complements professional, casual, and travel outfits while offering practical functionality.</p>",,,Slouch Shoulder Bag,"Everyday Icons, Slouch Shoulder Bag, New Arrivals, Color: Golden Khaki, color-group:magna, color:golden-khaki",,,,,,,,,,,H 0030-golden-khaki,0.0,shopify,15,deny,manual,3800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/1KlxD3Afu1nhKZwItAIjfxoVrld7Pw5uB_s2400_fbd1542c-853b-4661-8742-80e37f0568bc.jpg?v=1785267091,1,Calvium Magna | Golden Khaki,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/01_0ebf6aa1-7b21-4ee1-8847-4eea680ed463.jpg?v=1769750541,kg,,,active,"calvium-magna-midnight-black,calvium-magna-golden-khaki,calvium-magna-river-clay,calvium-magna-cognac-tan",<ul><li><strong>Height:</strong> 29 cm</li><li><strong>Width:</strong> 40 cm</li><li><strong>Base:</strong> 13 cm</li></ul>
calvium-magna-golden-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-golden-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-golden-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-golden-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-golden-khaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-river-clay,Calvium Magna | River Clay,"<p>The Calvium Magna Tote Bag combines timeless elegance, generous storage, and everyday versatility. Designed with a clean, structured silhouette and comfortable long handles, this spacious tote is perfect for work, shopping, travel, and daily use. The roomy interior provides ample space for books, a tablet, wallet, cosmetics, water bottle, and other essentials. It includes a removable zippered inner pouch for secure storage and convenient organization. Protective metal feet help keep the base elevated from surfaces. Crafted with refined finishing and a minimalist aesthetic, this sophisticated tote bag effortlessly complements professional, casual, and travel outfits while offering practical functionality.</p>",,,Slouch Shoulder Bag,"Everyday Icons, Slouch Shoulder Bag, New Arrivals, Color: River Clay, color-group:magna, color:river-clay",,,,,,,,,,,H 0030-river-clay,0.0,shopify,15,deny,manual,3800.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/1lM_4S46Gnbz8Z9qFOE8NsL1bt6ao7noA_s2400_3733ee0d-4922-4e73-befd-b80d2320eb9b.jpg?v=1785267094,1,Calvium Magna | River Clay,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0958/3106/4948/files/01_83868e79-210b-4c69-a9b4-6f545e191e20.jpg?v=1769750656,kg,,,active,"calvium-magna-midnight-black,calvium-magna-golden-khaki,calvium-magna-river-clay,calvium-magna-cognac-tan",<ul><li><strong>Height:</strong> 29 cm</li><li><strong>Width:</strong> 40 cm</li><li><strong>Base:</strong> 13 cm</li></ul>
calvium-magna-river-clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-river-clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-river-clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-river-clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calvium-magna-river-clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
